SaleID,SaleDate,DeliveryDate,ProductNumber,SalesQuantity,PricePerUnit,TotalRevenue,DueDate
101373,2024-12-24 00:00:00 UTC,2024-12-24 00:00:00 UTC,1004,42,7.56,317.52,2024-12-26
101374,2024-03-01 00:00:00 UTC,2024-03-01 00:00:00 UTC,1007,48,22.69,1089.12,2024-03-08
101375,2024-12-31 00:00:00 UTC,2024-12-31 00:00:00 UTC,1008,15,8.21,123.15,2025-01-03
101376,2024-10-06 00:00:00 UTC,2024-10-06 00:00:00 UTC,1007,75,14.29,1071.75,2024-10-13
101377,2024-11-16 00:00:00 UTC,2024-11-16 00:00:00 UTC,1005,59,17.51,1033.09,2024-11-23
101378,2024-07-15 00:00:00 UTC,2024-07-15 00:00:00 UTC,1008,65,9.26,601.9,2024-07-22
101379,2024-07-21 00:00:00 UTC,2024-07-21 00:00:00 UTC,1001,50,29.37,1468.5,2024-07-23
101380,2024-06-18 00:00:00 UTC,2024-06-18 00:00:00 UTC,1006,43,14.62,628.66,2024-06-20
101381,2024-04-25 00:00:00 UTC,2024-04-25 00:00:00 UTC,1002,6,14.02,84.12,2024-04-27
101382,2024-04-24 00:00:00 UTC,2024-04-24 00:00:00 UTC,1009,33,16.69,550.77,2024-05-01
101383,2024-03-03 00:00:00 UTC,2024-03-03 00:00:00 UTC,1010,94,16.18,1520.92,2024-03-08
101384,2024-06-01 00:00:00 UTC,2024-06-01 00:00:00 UTC,1003,31,28.16,872.96,2024-06-08
101385,2024-07-23 00:00:00 UTC,2024-07-23 00:00:00 UTC,1003,22,27.92,614.24,2024-07-26
101386,2024-04-20 00:00:00 UTC,2024-04-20 00:00:00 UTC,1010,61,5.95,362.95,2024-04-22
101387,2024-11-01 00:00:00 UTC,2024-11-01 00:00:00 UTC,1009,9,29.12,262.08,2024-11-08
101388,2024-05-02 00:00:00 UTC,2024-05-02 00:00:00 UTC,1009,13,17.48,227.24,2024-05-09
101389,2024-04-29 00:00:00 UTC,2024-04-29 00:00:00 UTC,1012,34,19.85,674.9,2024-05-04
101390,2024-12-23 00:00:00 UTC,2024-12-23 00:00:00 UTC,1009,21,7.49,157.29,2024-12-30
101391,2024-08-29 00:00:00 UTC,2024-08-29 00:00:00 UTC,1003,80,7.02,561.6,2024-09-02
101392,2024-04-11 00:00:00 UTC,2024-04-11 00:00:00 UTC,1001,12,11.63,139.56,2024-04-15
101393,2024-07-03 00:00:00 UTC,2024-07-03 00:00:00 UTC,1010,26,8.68,225.68,2024-07-10
101394,2024-10-21 00:00:00 UTC,2024-10-21 00:00:00 UTC,1003,78,21.55,1680.9,2024-10-27
101395,2024-02-18 00:00:00 UTC,2024-02-18 00:00:00 UTC,1011,16,21.42,342.72,2024-02-23
101396,2024-11-01 00:00:00 UTC,2024-11-01 00:00:00 UTC,1009,10,20.0,200.0,2024-11-04
101397,2024-04-12 00:00:00 UTC,2024-04-12 00:00:00 UTC,1010,6,12.42,74.52,2024-04-17
101398,2024-11-19 00:00:00 UTC,2024-11-19 00:00:00 UTC,1007,68,9.27,630.36,2024-11-21
101399,2024-12-31 00:00:00 UTC,2024-12-31 00:00:00 UTC,1006,15,27.62,414.3,2025-01-06
101400,2024-02-14 00:00:00 UTC,2024-02-14 00:00:00 UTC,1001,3,29.1,87.3,2024-02-21
101401,2024-12-05 00:00:00 UTC,2024-12-05 00:00:00 UTC,1011,22,7.85,172.7,2024-12-07
101402,2024-11-07 00:00:00 UTC,2024-11-07 00:00:00 UTC,1007,42,22.17,931.14,2024-11-10
101403,2024-04-13 00:00:00 UTC,2024-04-13 00:00:00 UTC,1012,74,15.98,1182.52,2024-04-17
101404,2024-11-10 00:00:00 UTC,2024-11-10 00:00:00 UTC,1009,57,26.65,1519.05,2024-11-12
101405,2024-02-27 00:00:00 UTC,2024-02-27 00:00:00 UTC,1002,9,20.47,184.23,2024-03-04
101406,2024-12-05 00:00:00 UTC,2024-12-05 00:00:00 UTC,1003,60,5.75,345.0,2024-12-10
101407,2024-03-13 00:00:00 UTC,2024-03-13 00:00:00 UTC,1006,75,29.57,2217.75,2024-03-18
101408,2024-09-27 00:00:00 UTC,2024-09-27 00:00:00 UTC,1002,28,10.63,297.64,2024-10-02
101409,2024-11-12 00:00:00 UTC,2024-11-12 00:00:00 UTC,1006,3,15.64,46.92,2024-11-16
101410,2024-07-28 00:00:00 UTC,2024-07-28 00:00:00 UTC,1008,11,19.88,218.68,2024-07-30
101411,2024-07-21 00:00:00 UTC,2024-07-21 00:00:00 UTC,1006,72,10.37,746.64,2024-07-24
101412,2024-05-01 00:00:00 UTC,2024-05-01 00:00:00 UTC,1011,56,22.93,1284.08,2024-05-06
101413,2024-11-08 00:00:00 UTC,2024-11-08 00:00:00 UTC,1011,21,16.41,344.61,2024-11-15
101414,2024-07-28 00:00:00 UTC,2024-07-28 00:00:00 UTC,1002,74,12.47,922.78,2024-07-31
101415,2024-10-29 00:00:00 UTC,2024-10-29 00:00:00 UTC,1006,68,18.52,1259.36,2024-11-02
101416,2024-02-27 00:00:00 UTC,2024-02-27 00:00:00 UTC,1011,15,18.18,272.7,2024-03-04
101417,2024-05-22 00:00:00 UTC,2024-05-22 00:00:00 UTC,1002,65,5.47,355.55,2024-05-29
101418,2024-08-16 00:00:00 UTC,2024-08-16 00:00:00 UTC,1010,80,21.57,1725.6,2024-08-19
101419,2024-09-04 00:00:00 UTC,2024-09-04 00:00:00 UTC,1003,36,8.17,294.12,2024-09-09
101420,2024-09-30 00:00:00 UTC,2024-09-30 00:00:00 UTC,1007,74,18.78,1389.72,2024-10-03
101421,2024-08-11 00:00:00 UTC,2024-08-11 00:00:00 UTC,1003,14,18.71,261.94,2024-08-13
101422,2024-02-19 00:00:00 UTC,2024-02-19 00:00:00 UTC,1007,21,26.77,562.17,2024-02-25
101423,2024-09-28 00:00:00 UTC,2024-09-28 00:00:00 UTC,1012,28,21.33,597.24,2024-10-03
101424,2024-05-15 00:00:00 UTC,2024-05-15 00:00:00 UTC,1007,98,18.65,1827.7,2024-05-22
101425,2024-12-15 00:00:00 UTC,2024-12-15 00:00:00 UTC,1008,70,16.27,1138.9,2024-12-17
101426,2024-07-30 00:00:00 UTC,2024-07-30 00:00:00 UTC,1008,8,25.58,204.64,2024-08-03
101427,2024-02-20 00:00:00 UTC,2024-02-20 00:00:00 UTC,1008,80,5.94,475.2,2024-02-22
101428,2024-03-02 00:00:00 UTC,2024-03-02 00:00:00 UTC,1005,34,7.8,265.2,2024-03-06
101429,2024-11-14 00:00:00 UTC,2024-11-14 00:00:00 UTC,1005,42,7.31,307.02,2024-11-19
101430,2024-11-01 00:00:00 UTC,2024-11-01 00:00:00 UTC,1006,46,6.74,310.04,2024-11-08
101431,2024-07-30 00:00:00 UTC,2024-07-30 00:00:00 UTC,1001,84,19.37,1627.08,2024-08-02
101432,2024-06-09 00:00:00 UTC,2024-06-09 00:00:00 UTC,1006,13,8.65,112.45,2024-06-11
101433,2024-01-20 00:00:00 UTC,2024-01-20 00:00:00 UTC,1002,30,8.22,246.6,2024-01-26
101434,2024-08-02 00:00:00 UTC,2024-08-02 00:00:00 UTC,1002,89,20.6,1833.4,2024-08-04
101435,2024-10-13 00:00:00 UTC,2024-10-13 00:00:00 UTC,1001,88,28.52,2509.76,2024-10-17
101436,2024-12-06 00:00:00 UTC,2024-12-06 00:00:00 UTC,1003,58,20.89,1211.62,2024-12-10
101437,2024-07-20 00:00:00 UTC,2024-07-20 00:00:00 UTC,1002,20,29.54,590.8,2024-07-26
101438,2024-02-01 00:00:00 UTC,2024-02-01 00:00:00 UTC,1011,58,22.8,1322.4,2024-02-07
101439,2024-12-29 00:00:00 UTC,2024-12-29 00:00:00 UTC,1008,91,29.36,2671.76,2024-12-31
101440,2024-01-14 00:00:00 UTC,2024-01-14 00:00:00 UTC,1004,70,27.41,1918.7,2024-01-21
101441,2024-07-02 00:00:00 UTC,2024-07-02 00:00:00 UTC,1005,29,26.88,779.52,2024-07-06
101442,2024-02-05 00:00:00 UTC,2024-02-05 00:00:00 UTC,1010,22,18.78,413.16,2024-02-11
101443,2024-03-19 00:00:00 UTC,2024-03-19 00:00:00 UTC,1001,95,22.84,2169.8,2024-03-25
101444,2024-12-04 00:00:00 UTC,2024-12-04 00:00:00 UTC,1009,64,16.44,1052.16,2024-12-10
101445,2024-06-22 00:00:00 UTC,2024-06-22 00:00:00 UTC,1008,44,25.65,1128.6,2024-06-28
101446,2024-11-10 00:00:00 UTC,2024-11-10 00:00:00 UTC,1010,88,28.7,2525.6,2024-11-14
101447,2024-02-18 00:00:00 UTC,2024-02-18 00:00:00 UTC,1004,47,19.16,900.52,2024-02-25
101448,2024-08-25 00:00:00 UTC,2024-08-25 00:00:00 UTC,1005,66,29.28,1932.48,2024-08-27
101449,2024-01-04 00:00:00 UTC,2024-01-04 00:00:00 UTC,1003,37,20.17,746.29,2024-01-08
101450,2024-02-05 00:00:00 UTC,2024-02-05 00:00:00 UTC,1008,30,8.87,266.1,2024-02-12
101451,2024-06-13 00:00:00 UTC,2024-06-13 00:00:00 UTC,1007,100,16.12,1612.0,2024-06-19
101452,2024-03-07 00:00:00 UTC,2024-03-07 00:00:00 UTC,1004,75,19.07,1430.25,2024-03-14
101453,2024-08-29 00:00:00 UTC,2024-08-29 00:00:00 UTC,1006,58,29.22,1694.76,2024-09-02
101454,2024-02-24 00:00:00 UTC,2024-02-24 00:00:00 UTC,1012,1,12.06,12.06,2024-02-26
101455,2024-03-23 00:00:00 UTC,2024-03-23 00:00:00 UTC,1007,65,15.67,1018.55,2024-03-30
101456,2024-03-22 00:00:00 UTC,2024-03-22 00:00:00 UTC,1004,96,6.65,638.4,2024-03-26
101457,2024-03-07 00:00:00 UTC,2024-03-07 00:00:00 UTC,1002,94,15.27,1435.38,2024-03-10
101458,2024-07-15 00:00:00 UTC,2024-07-15 00:00:00 UTC,1009,42,24.31,1021.02,2024-07-20
101459,2024-12-25 00:00:00 UTC,2024-12-25 00:00:00 UTC,1002,78,15.93,1242.54,2025-01-01
101460,2024-08-31 00:00:00 UTC,2024-08-31 00:00:00 UTC,1011,18,20.43,367.74,2024-09-04
101461,2024-01-30 00:00:00 UTC,2024-01-30 00:00:00 UTC,1012,64,29.1,1862.4,2024-02-06
101462,2024-06-07 00:00:00 UTC,2024-06-07 00:00:00 UTC,1004,31,23.51,728.81,2024-06-09
101463,2024-01-09 00:00:00 UTC,2024-01-09 00:00:00 UTC,1002,18,25.23,454.14,2024-01-12
101464,2024-11-14 00:00:00 UTC,2024-11-14 00:00:00 UTC,1001,47,25.91,1217.77,2024-11-19
101465,2024-12-08 00:00:00 UTC,2024-12-08 00:00:00 UTC,1003,50,6.35,317.5,2024-12-14
101466,2024-07-09 00:00:00 UTC,2024-07-09 00:00:00 UTC,1005,100,11.98,1198.0,2024-07-16
101467,2024-04-20 00:00:00 UTC,2024-04-20 00:00:00 UTC,1008,58,7.96,461.68,2024-04-23
101468,2024-11-27 00:00:00 UTC,2024-11-27 00:00:00 UTC,1005,75,5.53,414.75,2024-12-01
101469,2024-10-12 00:00:00 UTC,2024-10-12 00:00:00 UTC,1009,6,8.05,48.3,2024-10-15
101470,2024-06-23 00:00:00 UTC,2024-06-23 00:00:00 UTC,1007,40,15.26,610.4,2024-06-26
101471,2024-06-24 00:00:00 UTC,2024-06-24 00:00:00 UTC,1005,59,21.13,1246.67,2024-06-27
101472,2024-02-16 00:00:00 UTC,2024-02-16 00:00:00 UTC,1012,16,8.03,128.48,2024-02-20
101473,2024-06-25 00:00:00 UTC,2024-06-25 00:00:00 UTC,1002,87,10.62,923.94,2024-06-28
101474,2024-12-31 00:00:00 UTC,2024-12-31 00:00:00 UTC,1005,22,8.89,195.58,2025-01-04
101475,2024-09-01 00:00:00 UTC,2024-09-01 00:00:00 UTC,1009,92,11.39,1047.88,2024-09-03
101476,2024-12-06 00:00:00 UTC,2024-12-06 00:00:00 UTC,1010,93,10.82,1006.26,2024-12-09
101477,2024-10-17 00:00:00 UTC,2024-10-17 00:00:00 UTC,1008,70,24.37,1705.9,2024-10-24
101478,2024-03-27 00:00:00 UTC,2024-03-27 00:00:00 UTC,1009,30,9.96,298.8,2024-04-02
101479,2024-02-09 00:00:00 UTC,2024-02-09 00:00:00 UTC,1011,35,26.43,925.05,2024-02-11
101480,2024-05-28 00:00:00 UTC,2024-05-28 00:00:00 UTC,1004,100,6.04,604.0,2024-06-03
101481,2024-05-03 00:00:00 UTC,2024-05-03 00:00:00 UTC,1001,44,27.4,1205.6,2024-05-07
101482,2024-11-29 00:00:00 UTC,2024-11-29 00:00:00 UTC,1001,26,5.29,137.54,2024-12-04
101483,2024-01-24 00:00:00 UTC,2024-01-24 00:00:00 UTC,1009,37,10.31,381.47,2024-01-27
101484,2024-09-30 00:00:00 UTC,2024-09-30 00:00:00 UTC,1005,32,7.3,233.6,2024-10-07
101485,2024-09-19 00:00:00 UTC,2024-09-19 00:00:00 UTC,1010,47,16.14,758.58,2024-09-26
101486,2024-02-08 00:00:00 UTC,2024-02-08 00:00:00 UTC,1008,100,10.73,1073.0,2024-02-10
101487,2024-04-20 00:00:00 UTC,2024-04-20 00:00:00 UTC,1003,62,21.4,1326.8,2024-04-24
101488,2024-12-21 00:00:00 UTC,2024-12-21 00:00:00 UTC,1007,51,24.09,1228.59,2024-12-26
101489,2024-09-10 00:00:00 UTC,2024-09-10 00:00:00 UTC,1001,50,12.11,605.5,2024-09-16
101490,2024-11-01 00:00:00 UTC,2024-11-01 00:00:00 UTC,1005,64,10.31,659.84,2024-11-08
101491,2024-11-12 00:00:00 UTC,2024-11-12 00:00:00 UTC,1005,14,15.88,222.32,2024-11-15
101492,2024-05-29 00:00:00 UTC,2024-05-29 00:00:00 UTC,1001,5,9.07,45.35,2024-06-01
101493,2024-01-01 00:00:00 UTC,2024-01-01 00:00:00 UTC,1001,92,16.95,1559.4,2024-01-08
101494,2024-01-20 00:00:00 UTC,2024-01-20 00:00:00 UTC,1001,75,9.73,729.75,2024-01-26
101495,2024-07-14 00:00:00 UTC,2024-07-14 00:00:00 UTC,1002,73,25.78,1881.94,2024-07-19
101496,2024-06-04 00:00:00 UTC,2024-06-04 00:00:00 UTC,1002,88,8.64,760.32,2024-06-08
101497,2024-08-12 00:00:00 UTC,2024-08-12 00:00:00 UTC,1004,43,21.38,919.34,2024-08-15
101498,2024-07-01 00:00:00 UTC,2024-07-01 00:00:00 UTC,1006,34,25.39,863.26,2024-07-07
101499,2024-07-29 00:00:00 UTC,2024-07-29 00:00:00 UTC,1009,5,6.32,31.6,2024-08-02
101500,2024-04-14 00:00:00 UTC,2024-04-14 00:00:00 UTC,1006,40,21.07,842.8,2024-04-19
101501,2024-05-23 00:00:00 UTC,2024-05-23 00:00:00 UTC,1010,33,16.87,556.71,2024-05-30
101502,2024-06-24 00:00:00 UTC,2024-06-24 00:00:00 UTC,1002,79,12.38,978.02,2024-06-28
101503,2024-11-04 00:00:00 UTC,2024-11-04 00:00:00 UTC,1008,53,28.41,1505.73,2024-11-08
101504,2024-08-24 00:00:00 UTC,2024-08-24 00:00:00 UTC,1003,47,28.55,1341.85,2024-08-29
101505,2024-09-04 00:00:00 UTC,2024-09-04 00:00:00 UTC,1001,96,16.67,1600.32,2024-09-09
101506,2024-10-21 00:00:00 UTC,2024-10-21 00:00:00 UTC,1006,57,12.13,691.41,2024-10-28
101507,2024-04-03 00:00:00 UTC,2024-04-03 00:00:00 UTC,1005,92,16.47,1515.24,2024-04-10
101508,2024-10-26 00:00:00 UTC,2024-10-26 00:00:00 UTC,1004,67,29.76,1993.92,2024-10-28
101509,2024-08-23 00:00:00 UTC,2024-08-23 00:00:00 UTC,1007,88,8.1,712.8,2024-08-26
101510,2024-10-13 00:00:00 UTC,2024-10-13 00:00:00 UTC,1010,65,15.25,991.25,2024-10-17
101511,2024-04-06 00:00:00 UTC,2024-04-06 00:00:00 UTC,1002,60,18.07,1084.2,2024-04-08
101512,2024-07-21 00:00:00 UTC,2024-07-21 00:00:00 UTC,1007,5,29.88,149.4,2024-07-25
101513,2024-09-09 00:00:00 UTC,2024-09-09 00:00:00 UTC,1006,93,13.33,1239.69,2024-09-12
101514,2024-11-30 00:00:00 UTC,2024-11-30 00:00:00 UTC,1009,20,12.02,240.4,2024-12-05
101515,2024-06-23 00:00:00 UTC,2024-06-23 00:00:00 UTC,1004,28,16.34,457.52,2024-06-26
101516,2024-07-21 00:00:00 UTC,2024-07-21 00:00:00 UTC,1003,40,25.57,1022.8,2024-07-24
101517,2024-08-24 00:00:00 UTC,2024-08-24 00:00:00 UTC,1008,41,29.36,1203.76,2024-08-28
101518,2024-04-07 00:00:00 UTC,2024-04-07 00:00:00 UTC,1001,56,9.31,521.36,2024-04-10
101519,2024-10-24 00:00:00 UTC,2024-10-24 00:00:00 UTC,1012,95,9.06,860.7,2024-10-29
101520,2024-05-30 00:00:00 UTC,2024-05-30 00:00:00 UTC,1001,8,28.78,230.24,2024-06-04
101521,2024-06-13 00:00:00 UTC,2024-06-13 00:00:00 UTC,1002,50,15.06,753.0,2024-06-17
101522,2024-03-19 00:00:00 UTC,2024-03-19 00:00:00 UTC,1008,40,13.28,531.2,2024-03-25
101523,2024-08-27 00:00:00 UTC,2024-08-27 00:00:00 UTC,1011,52,7.1,369.2,2024-09-03
101524,2024-03-20 00:00:00 UTC,2024-03-20 00:00:00 UTC,1009,71,11.44,812.24,2024-03-24
101525,2024-07-12 00:00:00 UTC,2024-07-12 00:00:00 UTC,1009,14,26.66,373.24,2024-07-18
101526,2024-02-17 00:00:00 UTC,2024-02-17 00:00:00 UTC,1008,24,6.92,166.08,2024-02-20
101527,2024-01-16 00:00:00 UTC,2024-01-16 00:00:00 UTC,1010,46,14.1,648.6,2024-01-23
101528,2024-08-28 00:00:00 UTC,2024-08-28 00:00:00 UTC,1011,57,13.67,779.19,2024-09-04
101529,2024-02-22 00:00:00 UTC,2024-02-22 00:00:00 UTC,1011,77,9.23,710.71,2024-02-27
101530,2024-08-31 00:00:00 UTC,2024-08-31 00:00:00 UTC,1004,92,5.12,471.04,2024-09-03
101531,2024-05-02 00:00:00 UTC,2024-05-02 00:00:00 UTC,1011,12,11.86,142.32,2024-05-06
101532,2024-03-07 00:00:00 UTC,2024-03-07 00:00:00 UTC,1001,9,21.55,193.95,2024-03-09
101533,2024-06-26 00:00:00 UTC,2024-06-26 00:00:00 UTC,1002,86,15.01,1290.86,2024-07-03
101534,2024-08-12 00:00:00 UTC,2024-08-12 00:00:00 UTC,1007,37,26.78,990.86,2024-08-18
101535,2024-06-27 00:00:00 UTC,2024-06-27 00:00:00 UTC,1010,24,9.46,227.04,2024-07-02
101536,2024-12-08 00:00:00 UTC,2024-12-08 00:00:00 UTC,1003,75,12.06,904.5,2024-12-12
101537,2024-08-11 00:00:00 UTC,2024-08-11 00:00:00 UTC,1003,58,21.62,1253.96,2024-08-17
101538,2024-06-24 00:00:00 UTC,2024-06-24 00:00:00 UTC,1011,46,19.08,877.68,2024-06-26
101539,2024-03-08 00:00:00 UTC,2024-03-08 00:00:00 UTC,1012,29,25.11,728.19,2024-03-15
101540,2024-12-10 00:00:00 UTC,2024-12-10 00:00:00 UTC,1004,45,14.78,665.1,2024-12-17
101541,2024-12-05 00:00:00 UTC,2024-12-05 00:00:00 UTC,1008,12,7.04,84.48,2024-12-11
101542,2024-06-24 00:00:00 UTC,2024-06-24 00:00:00 UTC,1004,24,29.64,711.36,2024-06-30
101543,2024-06-29 00:00:00 UTC,2024-06-29 00:00:00 UTC,1001,62,5.52,342.24,2024-07-01
101544,2024-11-22 00:00:00 UTC,2024-11-22 00:00:00 UTC,1007,69,7.94,547.86,2024-11-26
101545,2024-03-04 00:00:00 UTC,2024-03-04 00:00:00 UTC,1004,6,17.23,103.38,2024-03-08
101546,2024-02-29 00:00:00 UTC,2024-02-29 00:00:00 UTC,1006,69,10.81,745.89,2024-03-02
101547,2024-12-11 00:00:00 UTC,2024-12-11 00:00:00 UTC,1002,87,27.51,2393.37,2024-12-13
101548,2024-09-02 00:00:00 UTC,2024-09-02 00:00:00 UTC,1011,55,13.1,720.5,2024-09-06
101549,2024-02-19 00:00:00 UTC,2024-02-19 00:00:00 UTC,1006,46,23.78,1093.88,2024-02-24
101550,2024-01-06 00:00:00 UTC,2024-01-06 00:00:00 UTC,1002,11,17.8,195.8,2024-01-12
101551,2024-02-28 00:00:00 UTC,2024-02-28 00:00:00 UTC,1010,31,21.12,654.72,2024-03-06
101552,2024-07-17 00:00:00 UTC,2024-07-17 00:00:00 UTC,1005,33,8.81,290.73,2024-07-19
101553,2024-05-30 00:00:00 UTC,2024-05-30 00:00:00 UTC,1011,57,15.49,882.93,2024-06-03
101554,2024-05-12 00:00:00 UTC,2024-05-12 00:00:00 UTC,1011,37,7.36,272.32,2024-05-19
101555,2024-09-26 00:00:00 UTC,2024-09-26 00:00:00 UTC,1006,91,25.4,2311.4,2024-10-01
101556,2024-10-19 00:00:00 UTC,2024-10-19 00:00:00 UTC,1004,80,25.81,2064.8,2024-10-21
101557,2024-05-21 00:00:00 UTC,2024-05-21 00:00:00 UTC,1003,99,23.99,2375.01,2024-05-25
101558,2024-02-03 00:00:00 UTC,2024-02-03 00:00:00 UTC,1011,19,16.59,315.21,2024-02-10
101559,2024-07-03 00:00:00 UTC,2024-07-03 00:00:00 UTC,1011,41,16.16,662.56,2024-07-08
101560,2024-02-29 00:00:00 UTC,2024-02-29 00:00:00 UTC,1006,18,24.27,436.86,2024-03-06
101561,2024-11-23 00:00:00 UTC,2024-11-23 00:00:00 UTC,1001,94,27.11,2548.34,2024-11-26
101562,2024-06-23 00:00:00 UTC,2024-06-23 00:00:00 UTC,1007,39,21.49,838.11,2024-06-25
101563,2024-02-24 00:00:00 UTC,2024-02-24 00:00:00 UTC,1002,22,29.52,649.44,2024-03-02
101564,2024-08-10 00:00:00 UTC,2024-08-10 00:00:00 UTC,1001,43,6.29,270.47,2024-08-17
101565,2024-03-18 00:00:00 UTC,2024-03-18 00:00:00 UTC,1007,85,27.79,2362.15,2024-03-20
101566,2024-06-20 00:00:00 UTC,2024-06-20 00:00:00 UTC,1006,25,27.33,683.25,2024-06-26
101567,2024-11-30 00:00:00 UTC,2024-11-30 00:00:00 UTC,1006,45,18.42,828.9,2024-12-07
101568,2024-09-26 00:00:00 UTC,2024-09-26 00:00:00 UTC,1002,42,19.48,818.16,2024-09-29
101569,2024-11-13 00:00:00 UTC,2024-11-13 00:00:00 UTC,1003,20,9.4,188.0,2024-11-19
101570,2024-04-01 00:00:00 UTC,2024-04-01 00:00:00 UTC,1006,11,28.0,308.0,2024-04-07
101571,2024-12-03 00:00:00 UTC,2024-12-03 00:00:00 UTC,1003,88,21.94,1930.72,2024-12-10
101572,2024-02-13 00:00:00 UTC,2024-02-13 00:00:00 UTC,1011,18,8.18,147.24,2024-02-15
101573,2024-09-30 00:00:00 UTC,2024-09-30 00:00:00 UTC,1001,85,6.21,527.85,2024-10-03
101574,2024-11-09 00:00:00 UTC,2024-11-09 00:00:00 UTC,1002,62,24.72,1532.64,2024-11-14
101575,2024-07-27 00:00:00 UTC,2024-07-27 00:00:00 UTC,1011,90,11.16,1004.4,2024-07-31
101576,2024-03-12 00:00:00 UTC,2024-03-12 00:00:00 UTC,1001,83,17.7,1469.1,2024-03-16
101577,2024-10-29 00:00:00 UTC,2024-10-29 00:00:00 UTC,1010,48,11.09,532.32,2024-11-04
101578,2024-09-27 00:00:00 UTC,2024-09-27 00:00:00 UTC,1011,2,25.22,50.44,2024-10-01
101579,2024-08-20 00:00:00 UTC,2024-08-20 00:00:00 UTC,1009,3,12.11,36.33,2024-08-24
101580,2024-03-05 00:00:00 UTC,2024-03-05 00:00:00 UTC,1011,99,7.4,732.6,2024-03-07
101581,2024-01-26 00:00:00 UTC,2024-01-26 00:00:00 UTC,1012,56,26.7,1495.2,2024-01-29
101582,2024-05-28 00:00:00 UTC,2024-05-28 00:00:00 UTC,1009,71,28.29,2008.59,2024-06-01
101583,2024-11-25 00:00:00 UTC,2024-11-25 00:00:00 UTC,1010,25,14.39,359.75,2024-11-28
101584,2024-01-27 00:00:00 UTC,2024-01-27 00:00:00 UTC,1010,13,7.95,103.35,2024-02-03
101585,2024-08-10 00:00:00 UTC,2024-08-10 00:00:00 UTC,1010,38,11.86,450.68,2024-08-13
101586,2024-01-20 00:00:00 UTC,2024-01-20 00:00:00 UTC,1006,56,26.48,1482.88,2024-01-26
101587,2024-04-08 00:00:00 UTC,2024-04-08 00:00:00 UTC,1011,68,20.14,1369.52,2024-04-14
101588,2024-05-10 00:00:00 UTC,2024-05-10 00:00:00 UTC,1001,100,16.4,1640.0,2024-05-13
101589,2024-01-18 00:00:00 UTC,2024-01-18 00:00:00 UTC,1001,44,16.04,705.76,2024-01-22
101590,2024-03-23 00:00:00 UTC,2024-03-23 00:00:00 UTC,1008,75,13.27,995.25,2024-03-28
101591,2024-06-25 00:00:00 UTC,2024-06-25 00:00:00 UTC,1004,38,20.5,779.0,2024-06-28
101592,2024-01-08 00:00:00 UTC,2024-01-08 00:00:00 UTC,1002,89,26.69,2375.41,2024-01-11
101593,2024-10-31 00:00:00 UTC,2024-10-31 00:00:00 UTC,1010,48,16.62,797.76,2024-11-06
101594,2024-10-23 00:00:00 UTC,2024-10-23 00:00:00 UTC,1010,40,17.31,692.4,2024-10-25
101595,2024-11-15 00:00:00 UTC,2024-11-15 00:00:00 UTC,1007,42,12.72,534.24,2024-11-22
101596,2024-07-23 00:00:00 UTC,2024-07-23 00:00:00 UTC,1009,6,6.68,40.08,2024-07-29
101597,2024-12-21 00:00:00 UTC,2024-12-21 00:00:00 UTC,1010,61,27.38,1670.18,2024-12-27
101598,2024-01-01 00:00:00 UTC,2024-01-01 00:00:00 UTC,1003,62,26.47,1641.14,2024-01-03
101599,2024-12-05 00:00:00 UTC,2024-12-05 00:00:00 UTC,1009,21,27.27,572.67,2024-12-12
101600,2024-03-06 00:00:00 UTC,2024-03-06 00:00:00 UTC,1005,12,23.06,276.72,2024-03-08
101601,2024-11-03 00:00:00 UTC,2024-11-03 00:00:00 UTC,1006,97,13.17,1277.49,2024-11-05
101602,2024-02-24 00:00:00 UTC,2024-02-24 00:00:00 UTC,1004,59,28.07,1656.13,2024-02-29
101603,2024-11-18 00:00:00 UTC,2024-11-18 00:00:00 UTC,1005,2,24.7,49.4,2024-11-25
101604,2024-09-17 00:00:00 UTC,2024-09-17 00:00:00 UTC,1006,75,16.88,1266.0,2024-09-20
101605,2024-07-08 00:00:00 UTC,2024-07-08 00:00:00 UTC,1010,32,13.43,429.76,2024-07-15
101606,2024-09-05 00:00:00 UTC,2024-09-05 00:00:00 UTC,1004,85,25.43,2161.55,2024-09-09
101607,2024-04-13 00:00:00 UTC,2024-04-13 00:00:00 UTC,1010,96,29.58,2839.68,2024-04-17
101608,2024-12-16 00:00:00 UTC,2024-12-16 00:00:00 UTC,1003,73,13.07,954.11,2024-12-20
101609,2024-12-20 00:00:00 UTC,2024-12-20 00:00:00 UTC,1010,12,16.88,202.56,2024-12-25
101610,2024-12-17 00:00:00 UTC,2024-12-17 00:00:00 UTC,1011,13,16.84,218.92,2024-12-23
101611,2024-08-09 00:00:00 UTC,2024-08-09 00:00:00 UTC,1009,62,28.8,1785.6,2024-08-14
101612,2024-11-23 00:00:00 UTC,2024-11-23 00:00:00 UTC,1007,13,16.45,213.85,2024-11-30
101613,2024-05-19 00:00:00 UTC,2024-05-19 00:00:00 UTC,1008,40,24.63,985.2,2024-05-23
101614,2024-07-02 00:00:00 UTC,2024-07-02 00:00:00 UTC,1002,50,22.39,1119.5,2024-07-09
101615,2024-09-15 00:00:00 UTC,2024-09-15 00:00:00 UTC,1009,28,25.22,706.16,2024-09-19
